,google_time_spent_txt,type,name,city,state,coord0,coord1,poi_rank,img_url,rating,reviews,city_rank,fee,visit_length,tag,google_normal_min,google_fast_min,tripadvisor_fast_min,tripadvisor_normal_min,adjusted_normal_time_spent,adjusted_fast_time_spent,county,theme_park
5456,,Feature,Rahway,Linden,New Jersey,-74.2765661667,40.6063791674,1,http://mw2.google.com/mw-panoramio/photos/small/30662956.jpg,,,,None,None,None,None,None,None,None,15.0,15,UNION,False
5457,,Feature,Swan Lake,Sumter,South Carolina,-80.3699658519,33.9201246832,1,http://mw2.google.com/mw-panoramio/photos/small/80819726.jpg,4.5,227.0,1.0,No,15 min,Gardens,None,None,15,15,15.0,15,SUMTER,False
5458,,Feature,Market Street Bridge,Wilkes-Barre,Pennsylvania,-75.8850444,41.2491225352,1,http://mw2.google.com/mw-panoramio/photos/small/13363501.jpg,,,,None,None,None,None,None,None,None,15.0,15,,False
5459,,Feature,Public Square,Wilkes-Barre,Pennsylvania,-75.8817089583,41.246096973,2,http://mw2.google.com/mw-panoramio/photos/small/14033508.jpg,,,,None,None,None,None,None,None,None,15.0,15,,False
5460,,Feature,Sterling Hotel,Wilkes-Barre,Pennsylvania,-75.883537,41.248211,3,https://farm9.staticflickr.com/8424/7701166964_7deb156e78_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,,False
5461,,Feature,Kirby Park,Wilkes-Barre,Pennsylvania,-75.8903283938,41.2484779917,4,http://mw2.google.com/mw-panoramio/photos/small/25952960.jpg,,,,None,None,None,None,None,None,None,45.0,30,,False
5462,,Feature,PR2 in Woonsocket,Woonsocket,Rhode Island,-71.5197678397,42.0044354649,1,https://farm9.staticflickr.com/8748/16766738986_5042bbca56_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,PROVIDENCE,False
5463,,Feature,Ansonia,Shelton,Connecticut,-73.08004088,41.3447267878,1,http://mw2.google.com/mw-panoramio/photos/small/12241587.jpg,,,,None,None,None,None,None,None,None,15.0,15,FAIRFIELD,False
5464,,Feature,Derby,Shelton,Connecticut,-73.089520125,41.3208658856,2,http://mw2.google.com/mw-panoramio/photos/small/12207022.jpg,,,,None,None,None,None,None,None,None,15.0,15,FAIRFIELD,False
5465,,Feature,Shelton,Shelton,Connecticut,-73.089560001,41.3155436819,3,http://mw2.google.com/mw-panoramio/photos/small/28497536.jpg,,,,None,None,None,None,None,None,None,15.0,15,FAIRFIELD,False
5466,,Feature,West Bank,Shelton,Connecticut,-73.0847645,41.2824622237,4,http://mw2.google.com/mw-panoramio/photos/small/21808274.jpg,,,,None,None,None,None,None,None,None,15.0,15,FAIRFIELD,False
5467,1.5 hours,Feature,Indian Well State Park,Shelton,Connecticut,-73.1245905833,41.343021967,5,http://mw2.google.com/mw-panoramio/photos/small/90557851.jpg,3.5,34.0,4.0,No,15 min,State Parks,90.0,45.0,30,60,90.0,45.0,FAIRFIELD,False
5468,,Feature,Pickett Pond,Shelton,Connecticut,-73.1005522083,41.3356886703,6,http://mw2.google.com/mw-panoramio/photos/small/23298013.jpg,,,,None,None,None,None,None,None,None,15.0,15,FAIRFIELD,False
5469,,Feature,Fountain Lake,Shelton,Connecticut,-73.1002525556,41.3548943097,7,http://mw2.google.com/mw-panoramio/photos/small/20520787.jpg,,,,None,None,None,None,None,None,None,15.0,15,FAIRFIELD,False
5470,,Feature,Carbon Canyon Regional Park,Brea,California,-117.835421828,33.9186131031,1,http://mw2.google.com/mw-panoramio/photos/small/46966832.jpg,,,,None,None,None,None,None,None,None,45.0,30,ORANGE,False
5471,,Feature,Great American Ballpark,Covington,Kentucky,-84.5073252477,39.0975814292,1,http://mw2.google.com/mw-panoramio/photos/small/94170191.jpg,,,,None,None,None,None,None,None,None,45.0,30,KENTON,False
5472,,Feature,Roebling Bridge,Covington,Kentucky,-84.5093170438,39.0909008877,2,http://mw2.google.com/mw-panoramio/photos/small/47085487.jpg,,,,None,None,None,None,None,None,None,15.0,15,KENTON,False
5473,,Feature,Newport,Covington,Kentucky,-84.4973335467,39.0950905576,3,http://mw2.google.com/mw-panoramio/photos/small/101099380.jpg,,,,None,None,None,None,None,None,None,15.0,15,KENTON,False
5474,,Feature,Paul Brown Stadium,Covington,Kentucky,-84.51609215,39.0956845062,4,http://mw2.google.com/mw-panoramio/photos/small/57884361.jpg,,,,None,None,None,None,None,None,None,15.0,15,KENTON,False
5475,,Feature,John A. Roebling Suspension Bridge,Covington,Kentucky,-84.509173,39.0910870801,5,http://mw2.google.com/mw-panoramio/photos/small/106036646.jpg,,,,None,None,None,None,None,None,None,15.0,15,KENTON,False
5476,2.5 hours,Feature,Newport Aquarium,Covington,Kentucky,-84.4973921128,39.0946851501,6,http://mw2.google.com/mw-panoramio/photos/small/75062251.jpg,,,,None,None,None,150.0,75.0,None,None,150.0,75.0,KENTON,False
5477,,Feature,Cincinnati,Covington,Kentucky,-84.5266056595,39.0823637171,7,http://mw2.google.com/mw-panoramio/photos/small/85701846.jpg,3.5,4.0,15.0,No,1-2 hours,Specialty Museums,None,None,60.0,120.0,120.0,60.0,KENTON,False
5478,1.5 hours,Feature,Devou Park,Covington,Kentucky,-84.5264581765,39.082331971,8,http://mw2.google.com/mw-panoramio/photos/small/101745886.jpg,5.0,33.0,6.0,No,2-3 hours,Nature & Parks,90.0,45.0,120.0,180.0,90.0,45.0,KENTON,False
5479,1-3 hours,Feature,Newport on the Levee,Covington,Kentucky,-84.4969922831,39.0948522201,9,http://mw2.google.com/mw-panoramio/photos/small/55286822.jpg,,,,None,None,None,180.0,60.0,None,None,180.0,60.0,KENTON,False
5480,,Feature,Shark,Covington,Kentucky,-84.4971335,39.0948401006,10,,,,,None,None,None,None,None,None,None,15.0,15,KENTON,False
5481,1-2 hours,Feature,Jellyfish,Covington,Kentucky,-84.4978585556,39.0943456669,11,,,,,None,None,None,120.0,60.0,None,None,120.0,60.0,KENTON,False
5482,3 hours,Feature,National Underground Railroad Freedom Center,Covington,Kentucky,-84.511082,39.0973533133,12,http://mw2.google.com/mw-panoramio/photos/small/66890915.jpg,,,,None,None,None,180.0,90.0,None,None,180.0,90.0,KENTON,False
5483,,Feature,Bengals,Covington,Kentucky,-84.515878125,39.0956306253,13,,,,,None,None,None,None,None,None,None,15.0,15,KENTON,False
5484,2-4 hours,Feature,Southgate House,Covington,Kentucky,-84.4962362381,39.0937841433,14,http://mw2.google.com/mw-panoramio/photos/small/72424455.jpg,,,,None,None,None,240.0,120.0,None,None,240.0,120.0,KENTON,False
5485,,Feature,St. Mary's Cathedral Basilica of the Assumption,Covington,Kentucky,-84.5083623704,39.0781976,15,http://mw2.google.com/mw-panoramio/photos/small/76853065.jpg,,,,None,None,None,None,None,None,None,15.0,15,KENTON,False
5486,,Feature,The Banks,Covington,Kentucky,-84.5103472216,39.0968423527,16,http://mw2.google.com/mw-panoramio/photos/small/94809055.jpg,,,,None,None,None,None,None,None,None,15.0,15,KENTON,False
5487,1 hour,Feature,Smale Riverfront Park,Covington,Kentucky,-84.5101296061,39.0961438486,17,,,,,None,None,None,60.0,30.0,None,None,60.0,30.0,KENTON,False
5488,,Feature,Goettafest,Covington,Kentucky,-84.4976965882,39.0954856477,18,,,,,None,None,None,None,None,None,None,15.0,15,KENTON,False
5489,,Feature,Rockwall Harbor,Rockwall,Texas,-96.4805423971,32.8909778716,1,http://mw2.google.com/mw-panoramio/photos/small/93664074.jpg,,,,None,None,None,None,None,None,None,15.0,15,ROCKWALL,False
5490,,Feature,Meridian,Meridian,Mississippi,-88.6974533889,32.3642998358,1,http://mw2.google.com/mw-panoramio/photos/small/90649398.jpg,5.0,6.0,7.0,No,1-2 hours,Antique Stores,None,None,60.0,120.0,120.0,60.0,LAUDERDALE,False
5491,,Feature,Quincy,Quincy,Illinois,-91.4075923333,39.9322442429,1,http://mw2.google.com/mw-panoramio/photos/small/37448602.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,ADAMS,False
5492,,Feature,Anderson Lake,Morgan Hill,California,-121.624904542,37.1660647647,1,http://mw2.google.com/mw-panoramio/photos/small/17975788.jpg,,,,None,None,None,None,None,None,None,15.0,15,SANTA CLARA,False
5493,,Feature,Trumbull County Courthouse,Warren,Ohio,-80.8191332143,41.2369273575,1,http://mw2.google.com/mw-panoramio/photos/small/5239957.jpg,,,,None,None,None,None,None,None,None,15.0,15,TRUMBULL,False
5494,,Feature,Warren,Warren,Ohio,-80.8185664792,41.2362744495,2,,,,,None,None,None,None,None,None,None,15.0,15,TRUMBULL,False
5495,,Feature,Niles,Warren,Ohio,-80.7531802414,41.2154624728,3,https://farm8.staticflickr.com/7287/8736583597_5f073b8ea9_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,TRUMBULL,False
5496,,Feature,Edmonds Marina,Edmonds,Washington,-122.3901048,47.8083809608,1,http://mw2.google.com/mw-panoramio/photos/small/49723846.jpg,,,,None,None,None,None,None,None,None,15.0,15,SNOHOMISH,False
5497,,Feature,Edmonds Ferry Terminal,Edmonds,Washington,-122.382803097,47.812672988,2,http://mw2.google.com/mw-panoramio/photos/small/65312807.jpg,,,,None,None,None,None,None,None,None,15.0,15,SNOHOMISH,False
5498,,Feature,Edmonds Sunset,Edmonds,Washington,-122.394857386,47.8049084788,3,http://mw2.google.com/mw-panoramio/photos/small/68075251.jpg,,,,None,None,None,None,None,None,None,15.0,15,SNOHOMISH,False
5499,,Feature,Bracket's Landing,Edmonds,Washington,-122.382669182,47.813067061,4,http://mw2.google.com/mw-panoramio/photos/small/65312824.jpg,,,,None,None,None,None,None,None,None,15.0,15,SNOHOMISH,False
5500,,Feature,Salem,Beverly,Massachusetts,-70.8927025427,42.5216363718,1,http://mw2.google.com/mw-panoramio/photos/small/83552067.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5501,,Feature,House of Seven Gables,Beverly,Massachusetts,-70.8835661463,42.5217245031,2,http://mw2.google.com/mw-panoramio/photos/small/10892190.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5502,,Feature,Marblehead Light,Beverly,Massachusetts,-70.8336437032,42.5055262647,3,http://mw2.google.com/mw-panoramio/photos/small/36540958.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5503,,Feature,Marblehead,Beverly,Massachusetts,-70.83381273,42.5051510736,4,http://mw2.google.com/mw-panoramio/photos/small/88831005.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5504,,Feature,The Burying Point,Beverly,Massachusetts,-70.8922112355,42.5206298246,5,http://mw2.google.com/mw-panoramio/photos/small/100518133.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5505,,Feature,Salem Harbor,Beverly,Massachusetts,-70.8852872803,42.520588115,6,http://mw2.google.com/mw-panoramio/photos/small/20859600.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5506,,Feature,Friendship of Salem,Beverly,Massachusetts,-70.8864733,42.5201355001,7,http://mw2.google.com/mw-panoramio/photos/small/11417697.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5507,30 min,Feature,Salem Maritime National Historic Site,Beverly,Massachusetts,-70.8900158982,42.5210589012,8,http://mw2.google.com/mw-panoramio/photos/small/2744890.jpg,,,,None,None,None,30,30,None,None,30.0,30,ESSEX,False
5508,1.5 hours,Feature,Salem Witch Museum,Beverly,Massachusetts,-70.8909706667,42.5236131,9,http://mw2.google.com/mw-panoramio/photos/small/2518159.jpg,,,,None,None,None,90.0,45.0,None,None,90.0,45.0,ESSEX,False
5509,2.5 hours,Feature,Peabody Essex Museum,Beverly,Massachusetts,-70.8920873929,42.5217838575,10,http://mw2.google.com/mw-panoramio/photos/small/40672958.jpg,,,,None,None,None,150.0,75.0,None,None,150.0,75.0,ESSEX,False
5510,45 min,Feature,Salem Common,Beverly,Massachusetts,-70.8901378214,42.5235200242,11,http://mw2.google.com/mw-panoramio/photos/small/1198553.jpg,,,,None,None,None,45,30,None,None,45.0,30,ESSEX,False
5511,,Feature,Witch House,Beverly,Massachusetts,-70.8987895357,42.5213976786,12,http://mw2.google.com/mw-panoramio/photos/small/105668136.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5512,,Feature,Manchester-by-the-Sea,Beverly,Massachusetts,-70.7708633333,42.5734476083,13,http://mw2.google.com/mw-panoramio/photos/small/25190320.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5513,,Feature,Roger Conant,Beverly,Massachusetts,-70.8908209643,42.5234771072,14,http://mw2.google.com/mw-panoramio/photos/small/56448496.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5514,45 min,Feature,Salem Willows,Beverly,Massachusetts,-70.8701791538,42.535129796,15,https://farm6.staticflickr.com/5621/20544533262_c5a82a7778_q.jpg,,,,None,None,None,45,30,None,None,45.0,30,ESSEX,True
5515,,Feature,Bewitched,Beverly,Massachusetts,-70.8947571667,42.521555501,16,http://mw2.google.com/mw-panoramio/photos/small/40082463.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5516,,Feature,Salem Custom House,Beverly,Massachusetts,-70.88707025,42.5213900835,17,http://mw2.google.com/mw-panoramio/photos/small/19144429.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5517,,Feature,Nathaniel Hawthorne,Beverly,Massachusetts,-70.8903011667,42.522088,18,http://mw2.google.com/mw-panoramio/photos/small/33870393.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5518,,Feature,Fort Pickering Lighthouse,Beverly,Massachusetts,-70.8665790833,42.5265200834,19,http://mw2.google.com/mw-panoramio/photos/small/3208083.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5519,,Feature,Bunghole Liquors,Beverly,Massachusetts,-70.8883861667,42.5208815,20,http://mw2.google.com/mw-panoramio/photos/small/50520178.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5520,,Feature,Derby Wharf Lighthouse,Beverly,Massachusetts,-70.8837879583,42.5167581883,21,http://mw2.google.com/mw-panoramio/photos/small/61553016.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5521,1 hour,Feature,Hagerstown City Park,Hagerstown,Maryland,-77.730971458,39.6365498474,1,http://mw2.google.com/mw-panoramio/photos/small/75816499.jpg,4.5,93.0,1.0,No,15 min,Nature & Parks,60.0,30.0,30,60,60.0,30.0,WASHINGTON,False
5522,,Feature,Watson Lake,Prescott,Arizona,-112.418902556,34.5914889867,1,http://mw2.google.com/mw-panoramio/photos/small/1482071.jpg,4.5,616.0,1.0,No,15 min,Bodies of Water,None,None,15,15,15.0,15,YAVAPAI,False
5523,,Feature,Prescott,Prescott,Arizona,-112.469345813,34.541269162,2,http://mw2.google.com/mw-panoramio/photos/small/48546613.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,YAVAPAI,False
5524,,Feature,Lynx Lake,Prescott,Arizona,-112.385417173,34.5191068846,3,http://mw2.google.com/mw-panoramio/photos/small/9708343.jpg,4.5,328.0,4.0,No,15 min,Nature & Wildlife Areas,None,None,15,15,15.0,15,YAVAPAI,False
5525,,Feature,Yavapai County Courthouse,Prescott,Arizona,-112.469546456,34.541135396,4,http://mw2.google.com/mw-panoramio/photos/small/46054776.jpg,4.5,107.0,6.0,No,<1 hour,Historic Sites,None,None,30,60,60.0,30,YAVAPAI,False
5526,,Feature,Hotel St. Michael,Prescott,Arizona,-112.470270556,34.5417715557,5,http://mw2.google.com/mw-panoramio/photos/small/24112643.jpg,,,,None,None,None,None,None,None,None,15.0,15,YAVAPAI,False
5527,,Feature,Whiskey Row,Prescott,Arizona,-112.469883938,34.5414187519,6,http://mw2.google.com/mw-panoramio/photos/small/38294388.jpg,4.5,507.0,5.0,No,15 min,Historic Walking Areas,None,None,15,15,15.0,15,YAVAPAI,False
5528,,Feature,Downtown Prescott,Prescott,Arizona,-112.469637561,34.5418571064,7,http://mw2.google.com/mw-panoramio/photos/small/21406634.jpg,,,,None,None,None,None,None,None,None,15.0,15,YAVAPAI,False
5529,,Feature,Courthouse Square,Prescott,Arizona,-112.46944156,34.5410517623,8,http://mw2.google.com/mw-panoramio/photos/small/74025063.jpg,4.5,107.0,6.0,No,<1 hour,Historic Sites,None,None,30,60,60.0,30,YAVAPAI,False
5530,,Feature,Campbell,Campbell,California,-121.944233843,37.286954753,1,http://mw2.google.com/mw-panoramio/photos/small/102474502.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,SANTA CLARA,False
5531,,Feature,Campbell Water Tower,Campbell,California,-121.9444954,37.2859301007,2,http://mw2.google.com/mw-panoramio/photos/small/15506093.jpg,,,,None,None,None,None,None,None,None,15.0,15,SANTA CLARA,False
5532,,Feature,Los Gatos Creek Trail,Campbell,California,-121.953147864,37.2628961363,3,http://mw2.google.com/mw-panoramio/photos/small/15783773.jpg,,,,None,None,None,None,None,None,None,15.0,15,SANTA CLARA,False
5533,20 min to 1 hr,Feature,At Campbell Farmers' Market,Campbell,California,-121.9449552,37.287091,4,https://farm8.staticflickr.com/7423/10651074473_62117f6b5d_q.jpg,,,,None,None,None,60.0,30,None,None,60.0,30,SANTA CLARA,False
5534,,Feature,Cedar Falls,Cedar Falls,Iowa,-92.4455986389,42.5370338101,1,http://mw2.google.com/mw-panoramio/photos/small/80121161.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,BLACK HAWK,False
5535,1 hour,Feature,Veteran Acres,Crystal Lake,Illinois,-88.3187202973,42.2496569822,1,http://mw2.google.com/mw-panoramio/photos/small/48007755.jpg,4.5,9.0,7.0,No,More than 3 hours,Biking Trails,60.0,30.0,180,300,60.0,30.0,MCHENRY,False
5536,2.5 hours,Feature,Armstrong Park,Carol Stream,Illinois,-88.1325695861,41.9189601763,1,http://mw2.google.com/mw-panoramio/photos/small/29721137.jpg,,,,None,None,None,150.0,75.0,None,None,150.0,75.0,DUPAGE,False
5537,1.5 hours,Feature,Cosley Zoo,Carol Stream,Illinois,-88.1200834286,41.8777828097,2,http://mw2.google.com/mw-panoramio/photos/small/42551574.jpg,,,,None,None,None,90.0,45.0,None,None,90.0,45.0,DUPAGE,False
5538,,Feature,Wheaton Bible Church,Carol Stream,Illinois,-88.1583161667,41.9116728059,3,http://mw2.google.com/mw-panoramio/photos/small/24248206.jpg,,,,None,None,None,None,None,None,None,15.0,15,DUPAGE,False
5539,,Feature,Carol Stream Town Center,Carol Stream,Illinois,-88.1214496333,41.9300671833,4,http://mw2.google.com/mw-panoramio/photos/small/29775870.jpg,,,,None,None,None,None,None,None,None,15.0,15,DUPAGE,False
5540,,Feature,northside park,Carol Stream,Illinois,-88.111732455,41.8772697753,5,http://mw2.google.com/mw-panoramio/photos/small/68890962.jpg,,,,None,None,None,None,None,None,None,45.0,30,DUPAGE,False
5541,,Feature,Kline Creek Farm,Carol Stream,Illinois,-88.1519810625,41.8968106563,6,http://mw2.google.com/mw-panoramio/photos/small/76102879.jpg,,,,None,None,None,None,None,None,None,15.0,15,DUPAGE,False
5542,,Feature,Lake George,Carol Stream,Illinois,-88.13336575,41.9182743814,7,http://mw2.google.com/mw-panoramio/photos/small/97140358.jpg,,,,None,None,None,None,None,None,None,15.0,15,DUPAGE,False
5543,,Feature,West Chicago,Carol Stream,Illinois,-88.1534774076,41.8965208011,8,http://mw2.google.com/mw-panoramio/photos/small/76098613.jpg,,,,None,None,None,None,None,None,None,15.0,15,DUPAGE,False
5544,,Feature,Lincoln Marsh,Carol Stream,Illinois,-88.1226564722,41.87331225,9,http://mw2.google.com/mw-panoramio/photos/small/37881566.jpg,,,,None,None,None,None,None,None,None,15.0,15,DUPAGE,False
5545,,Feature,St Isidore Cemetery,Carol Stream,Illinois,-88.118174963,41.9403140741,10,http://mw2.google.com/mw-panoramio/photos/small/80475714.jpg,,,,None,None,None,None,None,None,None,15.0,15,DUPAGE,False
5546,1-4.5 hours,Feature,Mohegan Sun,Norwich,Connecticut,-72.0896702952,41.4917499987,1,,,,,None,None,None,270.0,60.0,None,None,270.0,60.0,NEW LONDON,False
5547,,Feature,Norwich,Norwich,Connecticut,-72.0773663103,41.5242843503,2,http://mw2.google.com/mw-panoramio/photos/small/73075604.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,NEW LONDON,False
5548,,Feature,Dodd Stadium,Norwich,Connecticut,-72.1071503889,41.5742683334,3,,4.5,37.0,4.0,No,15 min,Arenas & Stadiums,None,None,15,15,15.0,15,NEW LONDON,False
5549,,Feature,Elm Fork Nature Preserve,Coppell,Texas,-96.9348419524,32.9544823016,1,,,,,None,None,None,None,None,None,None,15.0,15,DALLAS,False
5550,,Feature,San Gabriel Mission,San Gabriel,California,-118.106698152,34.0967022615,1,http://mw2.google.com/mw-panoramio/photos/small/90417429.jpg,4.5,12.0,2.0,No,15 min,Theaters,None,None,15,15,15.0,15,LOS ANGELES,False
5551,2.5 hours,Feature,Crystal Bridges,Bentonville,Arkansas,-94.2033206648,36.3820426446,1,http://mw2.google.com/mw-panoramio/photos/small/80888074.jpg,5.0,3097.0,1.0,No,15 min,Art Museums,150.0,75.0,15,15,150.0,75.0,BENTON,False
5552,,Feature,Bentonville,Bentonville,Arkansas,-94.208560625,36.3731609613,2,http://mw2.google.com/mw-panoramio/photos/small/71432188.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,BENTON,False
5553,,Feature,Bentonville Square,Bentonville,Arkansas,-94.2085264444,36.3726507431,3,http://mw2.google.com/mw-panoramio/photos/small/91216320.jpg,,,,None,None,None,None,None,None,None,15.0,15,BENTON,False
5554,,Feature,Walton's 5-10,Bentonville,Arkansas,-94.2088584125,36.3726529375,4,http://mw2.google.com/mw-panoramio/photos/small/74311558.jpg,,,,None,None,None,None,None,None,None,15.0,15,BENTON,False
