,index,name,street_address,city,state_abb,state,postal_code,country,address,coord_lat,coord_long,num_reviews,review_score,ranking,tag,visit_length,fee,description
596,59.0,Natural Bridge Battlefield Historic State Park,7502 Natural Bridge Rd,Tallahassee,FL,Florida,32305-2305,United States,"7502 Natural Bridge Rd, Tallahassee, FL, 32305-2305, United States",,,28,4.0,27,"Battlefields, Sights & Landmarks",,NO,
597,60.0,North Peninsula State Park,State Road A1A N,Flagler Beach,FL,Florida,32136,United States,"State Road A1A N, Flagler Beach, FL, 32136, United States",,,10,3.5,12,"State Parks, Nature & Parks",,NO,
598,61.0,Kissimmee Prairie Preserve State Park,33104 NW 192nd Ave,Okeechobee,FL,Florida,34972-4620,United States,"33104 NW 192nd Ave, Okeechobee, FL, 34972-4620, United States",,,73,4.5,2,"State Parks, Nature & Parks",,NO,
599,62.0,O'Leno State Park,410 S.E. O'Leno Park Road,High Springs,FL,Florida,32643,United States,"410 S.E. O'Leno Park Road, High Springs, FL, 32643, United States",,,154,4.5,2,"Nature & Wildlife Areas, Nature & Parks, Outdoor Activities, Hiking Trails, State Parks, Other Nature & Parks",,NO,"Located along the banks of the scenic Santa Fe River, a tributary of the Suwannee River, the park features sinkholes, hardwood hammocks, river swamps, and sandhills. As the river courses through the park, it disappears underground and reemerges over three miles away in the River Rise State Preserve. One of Florida's first state parks, O'Leno was first developed by the Civilian Conservation Corps (CCC) in the 1930s. The suspension bridge built by the CCC still spans the river. Visitors can picnic at one of the pavilions or fish in the river for their dinner. Canoes and bicycles are available for rent. While hiking the nature trails, visitors can look for wildlife and enjoy the beauty of native plants. The shady, full-facility campground is the perfect place for a relaxing overnight stay. Located on U.S. 441, six miles north of High Springs."
600,63.0,Ochlockonee River State Park,429 State Park Rd,Sopchoppy,FL,Florida,32358-1708,United States,"429 State Park Rd, Sopchoppy, FL, 32358-1708, United States",,,43,4.5,1,"State Parks, Nature & Parks",,NO,
601,64.0,Oleta River State Park,3400 NE 163rd St,North Miami Beach,FL,Florida,33160-4460,United States,"3400 NE 163rd St, North Miami Beach, FL, 33160-4460, United States",,,487,4.5,1,"State Parks, Nature & Parks",,NO,
602,65.0,Olustee Battlefield Historic State Park,US 90,Olustee,FL,Florida,32072,United States,"US 90, Olustee, FL, 32072, United States",,,33,4.0,1,"Battlefields, Sights & Landmarks",,NO,
603,66.0,Orman House Historic State Park,177 5th St,Apalachicola,FL,Florida,32320-1401,United States,"177 5th St, Apalachicola, FL, 32320-1401, United States",,,152,4.5,2,"Architectural Buildings, Sights & Landmarks",,NO,
604,67.0,Oscar Scherer State Park,1843 S Tamiami Trl,Osprey,FL,Florida,34229-9663,United States,"1843 S Tamiami Trl, Osprey, FL, 34229-9663, United States",,,234,4.0,2,"State Parks, Nature & Parks",,NO,
605,68.0,Paynes Creek Historic State Park,888 Lake Branch Rd,Bowling Green,FL,Florida,33834-4078,United States,"888 Lake Branch Rd, Bowling Green, FL, 33834-4078, United States",,,19,4.5,2,"State Parks, Nature & Parks",,NO,
606,69.0,Paynes Prairie Preserve State Park,100 Savannah Blvd,Micanopy,FL,Florida,32667-3475,United States,"100 Savannah Blvd, Micanopy, FL, 32667-3475, United States",,,198,4.5,1,"Nature & Wildlife Areas, State Parks, Nature & Parks",,NO,Nature area with woods and swamp as well as an information center describing the wildlife in the area.
607,70.0,Perdido Key State Park,15301 Perdido Key Dr,Pensacola,FL,Florida,32507-9408,United States,"15301 Perdido Key Dr, Pensacola, FL, 32507-9408, United States",,,116,4.5,14,"State Parks, Nature & Parks",,NO,
608,71.0,Ponce de Leon Springs State Park,2860 Ponce de Leon Springs Rd,Ponce de Leon,FL,Florida,32455-6610,United States,"2860 Ponce de Leon Springs Rd, Ponce de Leon, FL, 32455-6610, United States",,,140,4.5,1,"State Parks, Nature & Parks",,NO,
609,72.0,Zabeel Park,Sheikh Khalifa Bin Zayed Rd,Dubai,,,,United Arab Emirates,"Sheikh Khalifa Bin Zayed Rd, Dubai, , United Arab Emirates",,,293,4.5,48,Nature & Parks,,NO,
610,73.0,Rainbow Springs State Park,19158 SW 81st Place Rd,Dunnellon,FL,Florida,34432-2463,United States,"19158 SW 81st Place Rd, Dunnellon, FL, 34432-2463, United States",,,554,4.5,2,"State Parks, Nature & Parks",,NO,
611,74.0,Ravine Gardens State Park,1600 Twigg Street,Palatka,FL,Florida,32177,United States,"1600 Twigg Street, Palatka, FL, 32177, United States",,,207,4.5,1,"Hiking Trails, Gardens, Sights & Landmarks, Outdoor Activities, Nature & Parks, Educational sites, Nature & Wildlife Areas, Bridges",,NO,"The park has two ravines up to 120 feet deep with steep banks at 45 degree angles. Unlike common gullies, trenches or sinkholes caused by temporary flooding, the steephead ravine is a permanent feature with a spring-fed creek that never dries up, called Whitewater Branch. The underground water bubbling up cuts into the bank and carries the sand and soil downstream to the St. Johns River. Over thousands of years the ravine has widened and deepened to what you see today. In 1933, this ravine was transformed into a dramatic garden by the federal Works Progress Administration. Much of the original landscaping still exists as formal gardens and an extensive trail system. A 1.8-mile paved road winds around the ravine, offering motorists and bicyclists a view of the gardens. The Ravine Loop is closed to vehicle traffic one hour before sunset, but remains open for pedestrians, bicycles, and wheelchairs. The garden's peak flowering period is azalea season, late January to April. Numerous picnic sites, equipped with tables and grills, are available to visitors. The Roy E. Campbell Civic Center complex features a large covered pavilion, auditorium, and meeting rooms that are available for rent. Located in Palatka at 1600 Twigg Street."
612,75.0,O'Leno State Park,410 S.E. O'Leno Park Road,High Springs,FL,Florida,32643,United States,"410 S.E. O'Leno Park Road, High Springs, FL, 32643, United States",,,154,4.5,2,"Nature & Wildlife Areas, Nature & Parks, Outdoor Activities, Hiking Trails, State Parks, Other Nature & Parks",,NO,"Located along the banks of the scenic Santa Fe River, a tributary of the Suwannee River, the park features sinkholes, hardwood hammocks, river swamps, and sandhills. As the river courses through the park, it disappears underground and reemerges over three miles away in the River Rise State Preserve. One of Florida's first state parks, O'Leno was first developed by the Civilian Conservation Corps (CCC) in the 1930s. The suspension bridge built by the CCC still spans the river. Visitors can picnic at one of the pavilions or fish in the river for their dinner. Canoes and bicycles are available for rent. While hiking the nature trails, visitors can look for wildlife and enjoy the beauty of native plants. The shady, full-facility campground is the perfect place for a relaxing overnight stay. Located on U.S. 441, six miles north of High Springs."
613,76.0,Rock Springs Run State Reserve,30601 CR 433,Sorrento,FL,Florida,32776,United States,"30601 CR 433, Sorrento, FL, 32776, United States",,,44,4.5,1,"Nature & Wildlife Areas, State Parks, Nature & Parks",,NO,"Florida area covering 14,000 acres of land which has an abundance of diverse plants."
614,77.0,San Felasco Hammock State Park,3201 Progress Blvd,Alachua,FL,Florida,32615,United States,"3201 Progress Blvd, Alachua, FL, 32615, United States",,,15,4.5,2,"State Parks, Nature & Parks",,NO,
615,78.0,San Marcos de Apalache Historic State Park,148 Old Fort Road,Saint Marks,FL,Florida,32355,United States,"148 Old Fort Road, Saint Marks, FL, 32355, United States",,,33,4.0,1,"State Parks, Nature & Parks",,NO,
616,79.0,Savannas Preserve State Park,2541 SE Walton Rd,Port Saint Lucie,FL,Florida,34952-7169,United States,"2541 SE Walton Rd, Port Saint Lucie, FL, 34952-7169, United States",,,77,4.0,5,"State Parks, Nature & Parks",,NO,
617,80.0,Minnewaska State Park Preserve,5281 Route 44 55,Kerhonkson,NY,New York,12446-3545,United States,"5281 Route 44 55, Kerhonkson, NY, 12446-3545, United States",,,405,5.0,1,"State Parks, Nature & Parks",,NO,"Formerly the grounds of a hotel, this park offers stunning vistas and uncrowded trails."
618,81.0,Sebastian Inlet State Recreation Area,Sebastian Inlet State Recreation Area,Melbourne,FL,Florida,32951,United States,"Sebastian Inlet State Recreation Area, Melbourne, FL, 32951, United States",,,552,4.5,2,"Beaches, State Parks, Outdoor Activities, Nature & Parks",,NO,
619,82.0,Skyway Fishing Pier State Park,4905 34th St S # 5000,St. Petersburg,FL,Florida,33711-4511,United States,"4905 34th St S # 5000, St. Petersburg, FL, 33711-4511, United States",,,109,4.5,28,"Piers & Boardwalks, Nature & Parks, Sights & Landmarks, State Parks",,NO,
620,83.0,St. Andrews State Park,4607 State Park Ln,Panama City,FL,Florida,32408-7347,United States,"4607 State Park Ln, Panama City, FL, 32408-7347, United States",,,1290,4.5,1,"Beaches, State Parks, Outdoor Activities, Nature & Parks",,NO,
621,84.0,Saint George Island State Park,1900 E Gulf Beach Dr,,FL,Florida,32328-3116,United States,"1900 E Gulf Beach Dr, , FL, 32328-3116, United States",,,501,4.5,1,"State Parks, Nature & Parks",,NO,"This attraction covers nine miles of untouched beaches, dunes, bay forests and marshes."
622,85.0,Blind Creek Beach,"5460 S Ocean Dr, Fort Pierce, FL",,FL,Florida,34949,United States,"5460 S Ocean Dr, Fort Pierce, FL, , FL, 34949, United States",,,68,4.5,1,"Beaches, Outdoor Activities, Nature & Parks",,NO,
623,86.0,San Marcos de Apalache Historic State Park,148 Old Fort Road,Saint Marks,FL,Florida,32355,United States,"148 Old Fort Road, Saint Marks, FL, 32355, United States",,,33,4.0,1,"State Parks, Nature & Parks",,NO,
624,87.0,St Sebastian River Preserve State Park,1000 Buffer Preserve Dr,Fellsmere,FL,Florida,32948-9611,United States,"1000 Buffer Preserve Dr, Fellsmere, FL, 32948-9611, United States",,,19,4.0,2,"State Parks, Nature & Parks",,NO,
625,88.0,Stump Pass Beach State Park,,Englewood,FL,Florida,,United States,", Englewood, FL, , United States",,,729,4.5,1,"Beaches, Outdoor Activities, Nature & Parks, State Parks",,NO,
626,89.0,Suwannee River State Park,20185 County Road 132,Live Oak,FL,Florida,32060,United States,"20185 County Road 132, Live Oak, FL, 32060, United States",,,101,4.5,1,"State Parks, Nature & Parks",,NO,
627,90.0,War Veterans' Memorial Park,9600 Bay Pines Blvd,St. Petersburg,FL,Florida,33708-3756,United States,"9600 Bay Pines Blvd, St. Petersburg, FL, 33708-3756, United States",,,28,4.5,42,Nature & Parks,,NO,
628,91.0,Tarkiln Bayou Preserve State Park,12301 Gulf Beach Hwy,Pensacola,FL,Florida,32507-9050,United States,"12301 Gulf Beach Hwy, Pensacola, FL, 32507-9050, United States",,,18,4.0,49,Nature & Parks,,NO,
629,92.0,Felts Audubon Preserve,4600 24th Avenue East,Palmetto,FL,Florida,34221,United States,"4600 24th Avenue East, Palmetto, FL, 34221, United States",,,15,4.5,3,"Nature & Wildlife Areas, Nature & Parks",,NO,
630,93.0,Three Rivers State Park,7908 Three Rivers Road,Sneads,FL,Florida,32460,United States,"7908 Three Rivers Road, Sneads, FL, 32460, United States",,,45,4.5,1,"State Parks, Nature & Parks",,NO,
631,94.0,Tomoka State Park,2099 N Beach St,Ormond Beach,FL,Florida,32174-2707,United States,"2099 N Beach St, Ormond Beach, FL, 32174-2707, United States",,,295,4.5,5,"State Parks, Nature & Parks",,NO,
632,95.0,Topsail Beach State Preserve,,Santa Rosa Beach,FL,Florida,,United States,", Santa Rosa Beach, FL, , United States",,,364,4.5,3,"Beaches, Nature & Wildlife Areas, Nature & Parks, Outdoor Activities, State Parks",,NO,"With three miles of beach, this state beach appeals to nature lovers."
633,96.0,Torreya State Park,2576 NW Torreya Park Rd,Bristol,FL,Florida,32321-2203,United States,"2576 NW Torreya Park Rd, Bristol, FL, 32321-2203, United States",,,85,4.5,1,"State Parks, Nature & Parks",,NO,
634,97.0,Troy Spring State Park,674 NE Troy Springs Rd,Branford,FL,Florida,32008-5391,United States,"674 NE Troy Springs Rd, Branford, FL, 32008-5391, United States",,,18,4.0,1,"State Parks, Nature & Parks",,NO,
635,98.0,Waccasassa Bay Preserve State Park,8312 SW 125th Ct,Cedar Key,FL,Florida,32625-4209,United States,"8312 SW 125th Ct, Cedar Key, FL, 32625-4209, United States",,,1,5.0,20,Nature & Parks,,NO,
636,99.0,Washington Oaks Gardens State Park,6400 N Oceanshore Blvd,Palm Coast,FL,Florida,32137-2415,United States,"6400 N Oceanshore Blvd, Palm Coast, FL, 32137-2415, United States",,,481,4.5,1,"State Parks, Nature & Parks",,NO,
637,100.0,Wekiwa Springs State Park,1800 Wekiwa Circle,Apopka,FL,Florida,32712-2581,United States,"1800 Wekiwa Circle, Apopka, FL, 32712-2581, United States",,,531,4.5,1,"Natural History Museums, Nature & Wildlife Areas, Nature & Parks, Museums, State Parks",,NO,"This 7,000-acre area containing diverse plants and wildlife is also popular for swimming, canoeing, hiking and camping."
638,101.0,Werner-Boyce Salt Springs State Park,9120 Old Post Rd,Port Richey,FL,Florida,34668-6048,United States,"9120 Old Post Rd, Port Richey, FL, 34668-6048, United States",,,51,3.5,3,Nature & Parks,,NO,
639,102.0,Wes Skiles Peacock Springs State Park,18081 185th Rd,Live Oak,FL,Florida,32060-6449,United States,"18081 185th Rd, Live Oak, FL, 32060-6449, United States",,,26,4.5,3,Nature & Parks,,NO,
640,103.0,Windley Key Fossil Reef Geological State Park,Mile Marker 84.5,,FL,Florida,33036,United States,"Mile Marker 84.5, , FL, 33036, United States",,,209,4.5,12,"Geologic Formations, Nature & Wildlife Areas, Nature & Parks",,NO,Nature trails and fossilized coral reefs are the highlights of this park.
641,104.0,Ybor City State Museum,1818 E 9th Ave,Tampa,FL,Florida,33605-3818,United States,"1818 E 9th Ave, Tampa, FL, 33605-3818, United States",,,90,4.5,43,"History Museums, Gardens, Nature & Parks, Museums, Specialty Museums",,NO,
642,105.0,Savannah Historic District,301 Martin Luther King Jr Blvd,Savannah,GA,Georgia,31401-4217,United States,"301 Martin Luther King Jr Blvd, Savannah, GA, 31401-4217, United States",,,10209,5.0,1,"Historic Walking Areas, Historic Sites, Sights & Landmarks",,NO,Savannah's picturesque historic district brings the traditional southern atmosphere to life.
643,106.0,Yellow River Marsh Preserve State Park,7720 Deaton Bridge Rd,Holt,FL,Florida,32564-9005,United States,"7720 Deaton Bridge Rd, Holt, FL, 32564-9005, United States",,,,0,4,Nature & Parks,,NO,
644,107.0,Yulee Sugar Mill Ruins,3400 N Museum Pt,Crystal River,FL,Florida,34428-6207,United States,"3400 N Museum Pt, Crystal River, FL, 34428-6207, United States",,,159,3.5,15,"Historic Sites, Sights & Landmarks",,NO,
645,108.0,Bear Lake State Park,940 N Bear Lake Blvd,Garden City,UT,Utah,84028,United States,"940 N Bear Lake Blvd, Garden City, UT, 84028, United States",,,209,4.5,1,"State Parks, Bodies of Water, Nature & Parks",,NO,
